location,bedroom,bathroom,area_m2,price_usd,Neighborhood
Kilimani,4.0,3.0,4.0,110000.0,"Riara Road,Kilimani,Dagoretti North"
Kilimani,3.0,4.0,3.0,110000.0,"Walk To Yaya,Kilimani,Dagoretti North"
Westlands,2.0,2.0,91.0,110000.0,"Muthangari Drive,Waiyaki Way,Westlands"
Westlands,1.0,1.0,1.0,110000.0,"Rhapta Road,Westlands"
Westlands,3.0,4.0,3.0,110000.0,"9 Riverside Garden Close,Riverside Garden Close,Riverside,Westlands"
Kileleshwa,3.0,3.0,3.0,110000.0,"Suguta Road,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,418.0,110000.0,"Riverside,Westlands"
Westlands,2.0,2.0,2.0,110000.0,"General Mathenge,General Mathenge,Westlands"
Lavington,3.0,4.0,180.0,110000.0,"Lavington,Dagoretti North"
Westlands,3.0,4.0,175.0,110000.0,"Riverside,Westlands"
Westlands,3.0,4.0,160.0,110000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,200.0,110000.0,"Brookside,Westlands Area,Westlands"
Kilimani,3.0,3.0,220.0,110000.0,"Chaka Road,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,140.0,110000.0,"Kilimani,Dagoretti North"
Kileleshwa,4.0,3.0,4.0,110000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,3.0,110000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,4.0,3.0,110000.0,"Hurlingham Kilimani,Kilimani,Dagoretti North"
Westlands,4.0,3.0,4.0,110000.0,"Brookside,Westlands"
Kilimani,3.0,2.0,3.0,110000.0,"Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,110000.0,"Riverside,Westlands"
Lavington,3.0,2.0,3.0,110000.0,"Lavington,Dagoretti North"
Westlands,1.0,2.0,1.0,110000.0,"Westlands Area,Westlands"
Runda,3.0,2.0,1842.0,110000.0,"Nyali,Links,Nyali Area,Nyali"
Kileleshwa,3.0,3.0,3.0,110000.0,"Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,110000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,5.0,3.0,110000.0,"Kirichwa road,Kilimani,Dagoretti North"
Westlands,4.0,4.0,4.0,110000.0,"Parklands,Parklands,Westlands"
Westlands,3.0,2.0,3.0,110000.0,"Near Sarit Center,Brookside,Westlands"
Kilimani,1.0,1.0,1.0,110000.0,"N/a,Near Yaya Centre,Kilimani,Dagoretti North"
Westlands,1.0,1.0,163.0,110000.0,"Westlands Area,Westlands"
Westlands,2.0,3.0,180.0,110000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,2.0,3.0,170.0,110000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,1.0,1.0,1.0,110000.0,"School Lane,Westlands Area,Westlands"
Westlands,3.0,4.0,3.0,110000.0,"Rhapta Road,Westlands"
Lavington,3.0,2.0,3.0,110000.0,"Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,110000.0,"Kilimani,Dagoretti North"
Westlands,3.0,4.0,3.0,110000.0,"Rhapta Road,Westlands"
Lavington,3.0,2.0,3.0,110000.0,"Lavington,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,112000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,210.0,112500.0,"2Nd Parklands,Parklands,Westlands"
Westlands,3.0,3.0,3.0,115000.0,"Sports Road,Palm Flats,Westlands Area,Westlands"
Runda,3.0,3.0,223.0,115000.0,"Riara Road,Riara Road,Dagoretti North"
Westlands,3.0,2.0,3.0,115000.0,"Parklands,Westlands"
Westlands,3.0,3.0,3.0,115000.0,"Westlands,Rhapta Road,Westlands"
Westlands,3.0,2.0,3.0,115000.0,"Westlands Area,Westlands"
Kilimani,3.0,4.0,3.0,115000.0,"Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,115000.0,"Westlands Area,Westlands"
Kilimani,3.0,4.0,3.0,115000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,115000.0,"Elgoyo marakwet road,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,115000.0,"Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,115000.0,"Rhapta Rd,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,115000.0,"Rhapta Rd,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,115000.0,"Westlands Area,Westlands"
Kileleshwa,3.0,4.0,3.0,115000.0,"Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,220.0,115000.0,"Kilimani,Dagoretti North"
Lavington,4.0,5.0,4.0,115000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,115000.0,"Rhapta Rd,Rhapta Road,Westlands"
Westlands,3.0,3.0,3.0,115000.0,"Sandalwood,Riverside,Westlands"
Westlands,3.0,3.0,3.0,115000.0,"Rhapta Rd,Rhapta Road,Westlands"
Kileleshwa,1.0,1.0,100.0,115000.0,"Laikipia Road,Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,223.0,115000.0,"Muringa Rd,Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,118000.0,"Lavington,Dagoretti North"
Westlands,3.0,2.0,3.0,120000.0,"Off Riverside Drive,Riverside,Westlands"
Westlands,3.0,2.0,3.0,120000.0,"East Church Road,Rhapta Road,Westlands"
Lavington,2.0,2.0,2.0,120000.0,"Lavington,Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,120000.0,"Rhapta Road,Rhapta Road,Westlands"
Runda,3.0,3.0,3.0,120000.0,"Riara Road,Dagoretti North"
Westlands,4.0,4.0,279.0,120000.0,"East Church Road,Rhapta Road,Westlands"
Runda,1.0,1.0,1.0,120000.0,"Hurlingham,Dagoretti North"
Kilimani,3.0,2.0,3.0,120000.0,"Kilimani,Kilimani,Dagoretti North"
Kilimani,4.0,3.0,4.0,120000.0,"Chania Avenue,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,120000.0,"General Mathenge,Westlands"
Kileleshwa,2.0,3.0,2.0,120000.0,"Suguta Road,Suguta Road - Kileleshwa,Kileleshwa,Dagoretti North"
Lavington,3.0,5.0,3.0,120000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,120000.0,"Riverside,Westlands"
Runda,3.0,3.0,2430.0,120000.0,"Nyali,Mombasa CBD,Mombasa CBD"
Westlands,3.0,3.0,3.0,120000.0,"Riverside,Westlands"
Westlands,4.0,4.0,300.0,120000.0,"General Mathenge,Westlands"
Kilimani,3.0,4.0,2500.0,120000.0,"Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,196.0,120000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,120000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,120000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,3.0,3.0,200.0,120000.0,"Rhapta Road,Rhapta Road,Westlands"
Westlands,3.0,4.0,2000.0,120000.0,"Waiyaki Way,Westlands"
Westlands,3.0,3.0,3.0,120000.0,"School Lane,Westlands Area,Westlands"
Kilimani,3.0,4.0,3.0,120000.0,"Dennis Pritt,Kilimani,Dagoretti North"
Westlands,4.0,2.0,4.0,120000.0,"Brookside,Westlands"
Westlands,1.0,2.0,1.0,120000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,120000.0,"Riverside,Westlands"
Lavington,3.0,3.0,3.0,120000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,204.0,120000.0,"21 05 05,25 RA,Westlands Area,Westlands"
Westlands,3.0,3.0,2500.0,120000.0,"Swaminarayan Road,Parklands,Westlands"
Kilimani,3.0,3.0,186.0,120000.0,"Kilimani,Dagoretti North"
Kilimani,1.0,1.0,8.0,120000.0,"Dennis Pritt,Kilimani,Dagoretti North"
Kileleshwa,1.0,1.0,1.0,120000.0,"Othaya,Kileleshwa,Dagoretti North"
Lavington,3.0,3.0,3.0,120000.0,"Mbaazi,Masanduku,Lavington,Dagoretti North"
Kilimani,4.0,2.0,4.0,120000.0,"Chania Avenue,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,120000.0,"Chania Avenue,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,120000.0,"Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,120000.0,"Westlands Area,Westlands"
Westlands,3.0,2.0,3.0,120000.0,"Riverside,Westlands"
Westlands,3.0,2.0,3.0,120000.0,"Riverside,Westlands"
Kilimani,3.0,3.0,181.0,120000.0,"Menelik Rd,Kilimani,Nairobi,Nairobi County,KE,Kilimani,Dagoretti North"
Westlands,4.0,4.0,4.0,120000.0,"Parklands,Westlands"
Kilimani,4.0,3.0,4.0,120000.0,"Kilimani,Dagoretti North"
Westlands,1.0,1.0,1.0,120000.0,"westlands,Westlands Area,Westlands"
Lavington,3.0,3.0,3.0,120000.0,"Lavington,Dagoretti North"
Runda,3.0,3.0,3.0,120000.0,"Thome,Roysambu"
Westlands,3.0,3.0,3.0,120000.0,"Rhapta Road,Westlands"
Runda,3.0,4.0,2940.0,120000.0,"Nyali,Nyali Area,Nyali"
Kileleshwa,3.0,2.0,3.0,120000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,120000.0,"General Mathenge,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,120000.0,"Riverside Dr,Westlands Area,Westlands"
Westlands,1.0,1.0,1.0,120000.0,"westlands,Westlands Area,Westlands"
Kilimani,4.0,3.0,4.0,120000.0,"Kilimani,Dagoretti North"
Westlands,3.0,4.0,240.0,120000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,3.0,4.0,2500.0,120000.0,"Rhapta Road,Westlands"
Kileleshwa,3.0,4.0,3.0,120000.0,"vihiga Road,Vihiga Road,Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,3.0,120000.0,"Menelik Rd,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,120000.0,"Kileleshwa,Dagoretti North"
Lavington,3.0,4.0,3.0,120000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,120000.0,"Westlands Area,Westlands"
Westlands,1.0,1.0,90.0,120000.0,"General Mathenge,General Mathenge,Westlands"
Westlands,4.0,5.0,200.0,120000.0,"Lantana,Westlands Area,Westlands"
Westlands,2.0,2.0,2.0,120000.0,"General Mathenge,Westlands"
Kilimani,3.0,3.0,3.0,120000.0,"1 Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,120000.0,"Kayawe,Kayawe,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,120000.0,"Muthangari drive,Waiyaki Way,Westlands"
Kileleshwa,2.0,2.0,12.0,120000.0,"Laikipia Rd,Kileleshwa,Dagoretti North"
Kileleshwa,3.0,4.0,23.0,120000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,4.0,4.0,4.0,120000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,3.0,120000.0,"Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,120000.0,"Gitanga,Gitanga Road,Lavington,Dagoretti North"
Westlands,1.0,1.0,1.0,120000.0,"Westlands road,Westlands Area,Westlands"
Westlands,3.0,2.0,3.0,120000.0,"Westlands Area,Westlands"
Lavington,2.0,3.0,2.0,120000.0,"Lavington,Dagoretti North"
Westlands,4.0,3.0,150.0,120000.0,"Brookside Drive,Parklands,Westlands"
Runda,3.0,4.0,2860.0,120000.0,"Nyali,Nyali Area,Nyali"
Lavington,3.0,2.0,3.0,120000.0,"Gitanga Road,Lavington,Dagoretti North"
Lavington,3.0,3.0,150.0,120000.0,"Riara Rd Maziwa,Lavington,Lavington,Dagoretti North"
Kileleshwa,3.0,4.0,138.0,120000.0,"Mandera Road,Kileleshwa,Dagoretti North"
Lavington,3.0,3.0,3.0,120000.0,"Gitanga road,Lavington,Lavington,Dagoretti North"
Kilimani,3.0,2.0,3.0,120000.0,"kolobot drive,Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,120000.0,"Near Valley Arcade,Lavington,Dagoretti North"
Lavington,2.0,2.0,2.0,120000.0,"Riara Rd,Lavington,Dagoretti North"
Westlands,2.0,2.0,1500.0,120000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,1500.0,120000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,2.0,120000.0,"Westlands Area,Westlands"
Westlands,1.0,1.0,20000.0,120000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,120000.0,"Parklands,Westlands"
Runda,3.0,3.0,3.0,120000.0,"Likoni Road,Nyali Area,Nyali"
Kilimani,3.0,4.0,1800.0,120000.0,"Kilimani,Dagoretti North"
Westlands,3.0,4.0,3.0,120000.0,"Riverside,Westlands"
Westlands,4.0,4.0,4.0,120000.0,"Riverside,Westlands"
Kilimani,2.0,2.0,2.0,120000.0,"Rose Avenue,Kilimani,Dagoretti North"
Runda,2.0,2.0,2.0,120000.0,"Karen,Langata"
Westlands,2.0,2.0,2.0,120000.0,"Westlands Area,Westlands"
Westlands,3.0,4.0,3.0,122000.0,"General Mathenge,Westlands"
Westlands,3.0,3.0,3.0,125000.0,"Riverside Place Apartment,Riverside,Westlands"
Kilimani,3.0,4.0,168.0,125000.0,"Chania Avenue,Kilimani,Dagoretti North"
Westlands,3.0,4.0,3.0,125000.0,"Parklands,Westlands"
Kileleshwa,3.0,4.0,227.0,125000.0,"Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,3.0,125000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,125000.0,"riverside,Riverside,Riverside,Westlands"
Kilimani,2.0,2.0,2.0,125000.0,"Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,125000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,4.0,3.0,125000.0,"Chania Avenue,Kilimani,Dagoretti North"
Kileleshwa,2.0,3.0,2.0,125000.0,"Tabere Cresent Road,Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,125000.0,"Westlands Area,Westlands"
Westlands,4.0,5.0,4.0,125000.0,"Rhapta Road,Westlands"
Lavington,3.0,4.0,3.0,125000.0,"Lavington,Dagoretti North"
Kilimani,3.0,4.0,220.0,125000.0,"Lenana Road,Kilimani,Dagoretti North"
Westlands,3.0,4.0,3.0,125000.0,"Rhapta Road,Westlands"
Kilimani,3.0,4.0,3.0,125000.0,"Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,125000.0,"Westlands Area,Westlands"
Lavington,3.0,4.0,3.0,125000.0,"Lavington,Dagoretti North"
Westlands,3.0,4.0,3.0,125000.0,"Riverside,Westlands"
Westlands,3.0,3.0,3.0,128000.0,"Westlands Area,Westlands"
Westlands,4.0,4.0,4.0,130000.0,"Off Riverside Drive,Riverside,Westlands"
Kileleshwa,3.0,3.0,22.0,130000.0,"Gatundu Close,Kileleshwa,Dagoretti North"
Kileleshwa,3.0,2.0,23.0,130000.0,"Kikambala,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,2137.0,130000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,167.0,130000.0,"School Lane,Lower Kabete,Westlands"
Kileleshwa,2.0,2.0,2.0,130000.0,"Oloitoktok Road,Kileleshwa,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,130000.0,"Oloitoktok Road,Kileleshwa,Dagoretti North"
Runda,2.0,2.0,2.0,130000.0,"Near Banda School,Karen,Langata"
Westlands,3.0,2.0,232.0,130000.0,"Rhapta Road,Westlands Area,Westlands"
Kilimani,3.0,3.0,3.0,130000.0,"kilimani,Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,130000.0,"KILELESHWA,LAIKIPIA ROAD,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,130000.0,"Riverside Place Apartment,Riverside,Westlands"
Lavington,2.0,2.0,2.0,130000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,300.0,130000.0,"Brookside,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"General Mathenge,Westlands"
Westlands,2.0,2.0,2.0,130000.0,"Mwanzi Road,Westlands Area,Westlands"
Kilimani,3.0,4.0,3.0,130000.0,"Kilimani,Dagoretti North"
Kilimani,2.0,3.0,2.0,130000.0,"Denis Pritt,Kilimani,Dagoretti North"
Westlands,4.0,3.0,4.0,130000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,3.0,4.0,218.0,130000.0,"Westlands Area,Westlands"
Kileleshwa,2.0,2.0,2.0,130000.0,"Laikipia Road,Kileleshwa,Dagoretti North"
Westlands,4.0,3.0,4.0,130000.0,"Rhapta Road,Westlands Area,Westlands"
Kileleshwa,4.0,5.0,4.0,130000.0,"Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,3.0,130000.0,"Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,130000.0,"Brookside Drive,Brookside Heights,Brookside,Westlands"
Westlands,3.0,2.0,3.0,130000.0,"mvuli road,Westlands Area,Westlands"
Kileleshwa,4.0,4.0,210.0,130000.0,"21 05 03,05 RA,Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,130.0,130000.0,"Riverside Drive,Riverside,Westlands"
Runda,2.0,2.0,2787.0,130000.0,"Karen,Langata"
Westlands,3.0,3.0,230.0,130000.0,"Riverside,Westlands"
Kileleshwa,3.0,3.0,3.0,130000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,130000.0,"Rose avenue,Kilimani,Dagoretti North"
Lavington,4.0,5.0,232.0,130000.0,"Valley Arcade,Lavington,Dagoretti North"
Westlands,3.0,4.0,2500.0,130000.0,"School Lane,Brookside,Westlands"
Westlands,1.0,1.0,1.0,130000.0,"Parklands,Westlands"
Westlands,3.0,4.0,3.0,130000.0,"Riverside,Westlands"
Kilimani,3.0,3.0,3.0,130000.0,"Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,130000.0,"84 Riverside Drive,Riverside,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"Riverside,Riverside,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,21000.0,130000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"Raphta Road,Westlands Area,Westlands"
Westlands,3.0,3.0,180.0,130000.0,"11,Riverside Drive,Riverside,Westlands"
Lavington,3.0,3.0,193.0,130000.0,"Near Valley Arcade,Lavington,Dagoretti North"
Lavington,3.0,3.0,3.0,130000.0,"Lavington,Dagoretti North"
Westlands,3.0,4.0,180.0,130000.0,"Riverside,Westlands"
Kileleshwa,3.0,4.0,180.0,130000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,4.0,2450.0,130000.0,"Riverside,Westlands"
Kileleshwa,1.0,2.0,120.0,130000.0,"Mandera Road,Kileleshwa,Dagoretti North"
Westlands,3.0,4.0,230.0,130000.0,"Riverside Drive,Riverside,Westlands"
Westlands,2.0,2.0,2.0,130000.0,"Runda,Westlands"
Westlands,3.0,3.0,228.0,130000.0,"Riverside,Westlands"
Lavington,2.0,2.0,2.0,130000.0,"Lavington,Dagoretti North"
Lavington,3.0,4.0,23.0,130000.0,"Othaya Road,Lavington,Dagoretti North"
Westlands,3.0,3.0,2400.0,130000.0,"Rhapta Road,Westlands"
Kilimani,4.0,4.0,4.0,130000.0,"Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,130000.0,"gatundu,Gatundu,Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,3.0,130000.0,"Kilimani,Dagoretti North"
Westlands,2.0,2.0,130.0,130000.0,"Riverside Drive,Riverside,Westlands"
Westlands,3.0,4.0,23.0,130000.0,"Riverside Drive,Riverside,Westlands"
Westlands,3.0,4.0,24.0,130000.0,"Riverside Drive,Riverside,Westlands"
Westlands,3.0,3.0,23.0,130000.0,"Riverside Drive,Riverside,Westlands"
Westlands,3.0,4.0,242.0,130000.0,"Sandalwood Lane Off Riverside Drive,Riverside,Westlands"
Kileleshwa,3.0,2.0,3.0,130000.0,"Kileleshwa,Dagoretti North"
Kilimani,4.0,5.0,4.0,130000.0,"KILIMANI ROAD,Kilimani,Dagoretti North"
Westlands,4.0,3.0,4.0,130000.0,"Parklands,Westlands"
Runda,3.0,4.0,2840.0,130000.0,"Nyali,Nyali Area,Nyali"
Lavington,2.0,2.0,2.0,130000.0,"Lavington,Dagoretti North"
Kilimani,3.0,4.0,23.0,130000.0,"riverra towers,Nyangumi Road,Kilimani,Dagoretti North"
Westlands,4.0,4.0,1800.0,130000.0,"Lantana,Rhapta Road,Westlands"
Westlands,3.0,3.0,2800.0,130000.0,"Rhapta Road,Westlands"
Westlands,3.0,3.0,3.0,130000.0,"General Mathenge,Westlands"
Kilimani,2.0,3.0,140.0,130000.0,"Hurligham,Kindaruma Road,Kilimani,Dagoretti North"
Lavington,4.0,5.0,213.0,130000.0,"Lavington,Dagoretti North"
Kileleshwa,3.0,4.0,180.0,130000.0,"Makueni Rd,Kileleshwa,Nairobi,Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,3.0,130000.0,"Tigoni Road,Kilimani,Dagoretti North"
Westlands,4.0,4.0,4.0,130000.0,"Parklands,Westlands"
Lavington,4.0,3.0,4.0,130000.0,"Lavington,Dagoretti North"
Westlands,3.0,4.0,220.0,130000.0,"School Lane,Brookside,Westlands"
Westlands,3.0,4.0,170.0,130000.0,"Riverside,Westlands"
Westlands,3.0,4.0,180.0,130000.0,"Riverside,Westlands"
Westlands,3.0,4.0,3.0,130000.0,"Raphta Road,Rhapta Road,Westlands"
Westlands,1.0,2.0,1.0,130000.0,"Westlands,Westlands,Westlands Area,Westlands"
Kileleshwa,3.0,3.0,3.0,130000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,186.0,130000.0,"21 04 22,26 RA,Riverside,Westlands"
Westlands,3.0,4.0,3.0,130000.0,"Riverside,Westlands"
Westlands,3.0,3.0,3.0,132000.0,"Raphta Road,Westlands Area,Westlands"
Kilimani,3.0,4.0,3.0,132000.0,"Kilimani,Dagoretti North"
Kilimani,4.0,3.0,4.0,135000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Lavington,3.0,3.0,279.0,135000.0,"Lavington,Dagoretti North"
Westlands,4.0,3.0,4.0,135000.0,"Waiyaki Way,Westlands"
Westlands,3.0,4.0,260.0,135000.0,"General Mathenge,Westlands"
Kileleshwa,3.0,4.0,258.0,135000.0,"Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,227.0,135000.0,"Kilimani,Dagoretti North"
Westlands,4.0,4.0,4.0,135000.0,"Parklands,Parklands,Westlands"
Westlands,1.0,1.0,1.0,135000.0,"Rhapta Road,Westlands Area,Westlands"
Kileleshwa,2.0,2.0,150.0,135000.0,"Laikipia Road,Kileleshwa,Dagoretti North"
Westlands,3.0,4.0,3.0,135000.0,"1st Parklands Avenue,Parklands,Westlands"
Westlands,2.0,3.0,2.0,135000.0,"Pilipili way,Westlands Area,Westlands"
Lavington,3.0,2.0,3.0,135000.0,"Lavington,Dagoretti North"
Westlands,4.0,3.0,4.0,135000.0,"Waiyaki Way,Westlands"
Westlands,3.0,3.0,3.0,135000.0,"Brookside Drive,Brookside,Westlands"
Westlands,2.0,2.0,2.0,135000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,150.0,135000.0,"Waiyaki Way,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,136000.0,"Rhapta Road,Westlands"
Westlands,3.0,2.0,23.0,140000.0,"Mpaka Rd,Westlands Area,Westlands"
Westlands,1.0,1.0,7.0,140000.0,"Riverside Drive,Riverside,Westlands"
Westlands,4.0,4.0,24.0,140000.0,"General Mathenge,General Mathenge,Westlands"
Westlands,3.0,3.0,23.0,140000.0,"Rhapta Rd,Rhapta Road,Westlands"
Westlands,2.0,2.0,160.0,140000.0,"Riverside close,Riverside,Westlands"
Lavington,3.0,4.0,279.0,140000.0,"Lavington,Dagoretti North"
Lavington,4.0,5.0,180.0,140000.0,"Lavington,Dagoretti North"
Lavington,2.0,2.0,2.0,140000.0,"Mbaazi,Lavington,Dagoretti North"
Runda,1.0,1.0,4047.0,140000.0,"Naivasha Avenue,Old Muthaiga,Muthaiga"
Kilimani,2.0,2.0,120.0,140000.0,"Lenana rd,kilimani,Kilimani,Dagoretti North"
Kileleshwa,3.0,5.0,3.0,140000.0,"Othaya Road,Kileleshwa,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,140000.0,"Laikipia Road,Kileleshwa,Dagoretti North"
Lavington,3.0,5.0,3.0,140000.0,"Off Riara,Lavington,Dagoretti North"
Lavington,3.0,3.0,3.0,140000.0,"Lavington,Lavington,Lavington,Dagoretti North"
Kilimani,3.0,4.0,300.0,140000.0,"Kilimani,Dagoretti North"
Kileleshwa,4.0,5.0,300.0,140000.0,"Kileleshwa,Dagoretti North"
Westlands,1.0,1.0,1.0,140000.0,"Brookside,Brookside,Westlands"
Westlands,4.0,3.0,4.0,140000.0,"Waiyaki Way,Westlands"
Westlands,4.0,3.0,4.0,140000.0,"Jambo Regency Apartments,Waiyaki Way,Westlands"
Westlands,4.0,3.0,4.0,140000.0,"Rhapta Road,Westlands"
Westlands,2.0,2.0,2.0,140000.0,"Fahari Palace Apartments,Church Road,Westlands Area,Westlands"
Kileleshwa,3.0,2.0,3.0,140000.0,"Off Dennis Pritt Road,Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,140000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,140000.0,"Parklands,Westlands"
Westlands,3.0,3.0,3.0,140000.0,"Lower Kabete,Westlands"
Westlands,2.0,2.0,2.0,140000.0,"Mpaka Road,Westlands Area,Westlands"
Kilimani,2.0,2.0,13.0,140000.0,"Ngong Rd,Kilimani,Dagoretti North"
Westlands,1.0,1.0,1.0,140000.0,"Riverside drive,Riverside,Westlands"
Kilimani,2.0,2.0,2.0,140000.0,"kindaruma road,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,140000.0,"riverside,Riverside,Riverside,Westlands"
Westlands,3.0,4.0,3.0,140000.0,"Parklands,Westlands"
Westlands,3.0,3.0,3.0,140000.0,"Brookside,Brookside,Westlands"
Westlands,3.0,3.0,3.0,140000.0,"Brookside,Westlands Area,Westlands"
Westlands,3.0,3.0,2023.0,140000.0,"Westlands Area,Westlands"
Kileleshwa,3.0,2.0,3.0,140000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,140000.0,"Brookside,Brookside,Westlands"
Westlands,3.0,3.0,3.0,140000.0,"Brookside,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,140000.0,"Riverside,Westlands"
Lavington,3.0,3.0,3.0,140000.0,"Lavington,Dagoretti North"
Kileleshwa,3.0,5.0,3.0,140000.0,"Othaya Road,Kileleshwa,Dagoretti North"
Kileleshwa,2.0,2.0,1500.0,140000.0,"Kileleshwa,Dagoretti North"
Lavington,3.0,4.0,3.0,140000.0,"Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,140000.0,"Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,140000.0,"Waiyaki Way,Westlands"
Westlands,2.0,2.0,186.0,140000.0,"Riverside,Westlands"
Kilimani,3.0,2.0,3.0,140000.0,"Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,140000.0,"General Mathenge,Westlands"
Kileleshwa,2.0,2.0,2.0,140000.0,"suguta road,Kileleshwa,Dagoretti North"
